
=== PEPE ===
2025-02-01 → 👍 747  👎 570  📊 1317  👍比: 56.72%  👎比: 43.28%  多數: up | 真實: up ✅
2017-11-03 → 👍 136  👎 123  📊 259  👍比: 52.51%  👎比: 47.49%  多數: up | 真實: up ✅
2017-11-04 → 👍 127  👎 87  📊 214  👍比: 59.35%  👎比: 40.65%  多數: up | 真實: up ✅
2017-11-05 → 👍 107  👎 79  📊 186  👍比: 57.53%  👎比: 42.47%  多數: up | 真實: up ✅
2017-11-06 → 👍 99  👎 77  📊 176  👍比: 56.25%  👎比: 43.75%  多數: up | 真實: down ❌
2017-11-07 → 👍 105  👎 93  📊 198  👍比: 53.03%  👎比: 46.97%  多數: up | 真實: down ❌
2017-11-08 → 👍 118  👎 88  📊 206  👍比: 57.28%  👎比: 42.72%  多數: up | 真實: up ✅
2017-11-09 → 👍 44  👎 37  📊 81  👍比: 54.32%  👎比: 45.68%  多數: up | 真實: down ❌
2017-11-10 → 👍 105  👎 97  📊 202  👍比: 51.98%  👎比: 48.02%  多數: up | 真實: down ❌
2017-11-11 → 👍 152  👎 107  📊 259  👍比: 58.69%  👎比: 41.31%  多數: up | 真實: down ❌
2017-11-12 → 👍 114  👎 117  📊 231  👍比: 49.35%  👎比: 50.65%  多數: down | 真實: down ✅
2017-11-13 → 👍 79  👎 86  📊 165  👍比: 47.88%  👎比: 52.12%  多數: down | 真實: up ❌
2017-11-14 → 👍 94  👎 86  📊 180  👍比: 52.22%  👎比: 47.78%  多數: up | 真實: up ✅
2017-11-15 → 👍 106  👎 105  📊 211  👍比: 50.24%  👎比: 49.76%  多數: up | 真實: down ❌
2017-11-16 → 👍 122  👎 108  📊 230  👍比: 53.04%  👎比: 46.96%  多數: up | 真實: down ❌
2017-11-17 → 👍 141  👎 100  📊 241  👍比: 58.51%  👎比: 41.49%  多數: up | 真實: up ✅
2017-11-18 → 👍 115  👎 88  📊 203  👍比: 56.65%  👎比: 43.35%  多數: up | 真實: up ✅
2017-11-19 → 👍 123  👎 87  📊 210  👍比: 58.57%  👎比: 41.43%  多數: up | 真實: down ❌
2017-11-20 → 👍 153  👎 123  📊 276  👍比: 55.43%  👎比: 44.57%  多數: up | 真實: up ✅
2017-11-21 → 👍 142  👎 125  📊 267  👍比: 53.18%  👎比: 46.82%  多數: up | 真實: up ✅
2017-11-22 → 👍 294  👎 235  📊 529  👍比: 55.58%  👎比: 44.42%  多數: up | 真實: down ❌
2017-11-23 → 👍 436  👎 300  📊 736  👍比: 59.24%  👎比: 40.76%  多數: up | 真實: down ❌
2017-11-24 → 👍 181  👎 140  📊 321  👍比: 56.39%  👎比: 43.61%  多數: up | 真實: up ✅
2017-11-25 → 👍 135  👎 119  📊 254  👍比: 53.15%  👎比: 46.85%  多數: up | 真實: down ❌
2017-11-26 → 👍 149  👎 117  📊 266  👍比: 56.02%  👎比: 43.98%  多數: up | 真實: up ✅
2017-11-27 → 👍 161  👎 148  📊 309  👍比: 52.10%  👎比: 47.90%  多數: up | 真實: up ✅
2017-11-28 → 👍 191  👎 157  📊 348  👍比: 54.89%  👎比: 45.11%  多數: up | 真實: down ❌
2017-11-29 → 👍 191  👎 185  📊 376  👍比: 50.80%  👎比: 49.20%  多數: up | 真實: down ❌
2017-11-30 → 👍 167  👎 119  📊 286  👍比: 58.39%  👎比: 41.61%  多數: up | 真實: up ✅
2017-12-01 → 👍 206  👎 175  📊 381  👍比: 54.07%  👎比: 45.93%  多數: up | 真實: down ❌
2017-12-02 → 👍 223  👎 147  📊 370  👍比: 60.27%  👎比: 39.73%  多數: up | 真實: up ✅
2017-12-03 → 👍 181  👎 165  📊 346  👍比: 52.31%  👎比: 47.69%  多數: up | 真實: down ❌
2017-12-04 → 👍 273  👎 148  📊 421  👍比: 64.85%  👎比: 35.15%  多數: up | 真實: up ✅
2017-12-05 → 👍 242  👎 170  📊 412  👍比: 58.74%  👎比: 41.26%  多數: up | 真實: down ❌
2017-12-06 → 👍 240  👎 180  📊 420  👍比: 57.14%  👎比: 42.86%  多數: up | 真實: down ❌
2017-12-07 → 👍 224  👎 193  📊 417  👍比: 53.72%  👎比: 46.28%  多數: up | 真實: up ✅
2017-12-08 → 👍 292  👎 193  📊 485  👍比: 60.21%  👎比: 39.79%  多數: up | 真實: down ❌
2017-12-09 → 👍 291  👎 201  📊 492  👍比: 59.15%  👎比: 40.85%  多數: up | 真實: down ❌
2017-12-10 → 👍 234  👎 188  📊 422  👍比: 55.45%  👎比: 44.55%  多數: up | 真實: up ✅
2017-12-11 → 👍 255  👎 186  📊 441  👍比: 57.82%  👎比: 42.18%  多數: up | 真實: up ✅
2017-12-12 → 👍 348  👎 285  📊 633  👍比: 54.98%  👎比: 45.02%  多數: up | 真實: up ✅
2017-12-13 → 👍 368  👎 299  📊 667  👍比: 55.17%  👎比: 44.83%  多數: up | 真實: up ✅
2017-12-14 → 👍 309  👎 212  📊 521  👍比: 59.31%  👎比: 40.69%  多數: up | 真實: up ✅
2017-12-15 → 👍 269  👎 233  📊 502  👍比: 53.59%  👎比: 46.41%  多數: up | 真實: down ❌
2017-12-16 → 👍 482  👎 391  📊 873  👍比: 55.21%  👎比: 44.79%  多數: up | 真實: up ✅
2017-12-17 → 👍 395  👎 322  📊 717  👍比: 55.09%  👎比: 44.91%  多數: up | 真實: down ❌
2017-12-18 → 👍 410  👎 318  📊 728  👍比: 56.32%  👎比: 43.68%  多數: up | 真實: up ✅
2017-12-19 → 👍 378  👎 308  📊 686  👍比: 55.10%  👎比: 44.90%  多數: up | 真實: up ✅
2017-12-20 → 👍 578  👎 372  📊 950  👍比: 60.84%  👎比: 39.16%  多數: up | 真實: up ✅
2017-12-21 → 👍 544  👎 442  📊 986  👍比: 55.17%  👎比: 44.83%  多數: up | 真實: down ❌
2017-12-22 → 👍 384  👎 291  📊 675  👍比: 56.89%  👎比: 43.11%  多數: up | 真實: down ❌
2017-12-23 → 👍 274  👎 188  📊 462  👍比: 59.31%  👎比: 40.69%  多數: up | 真實: up ✅
2017-12-24 → 👍 501  👎 384  📊 885  👍比: 56.61%  👎比: 43.39%  多數: up | 真實: up ✅
2017-12-25 → 👍 161  👎 103  📊 264  👍比: 60.98%  👎比: 39.02%  多數: up | 真實: up ✅
2017-12-26 → 👍 455  👎 396  📊 851  👍比: 53.47%  👎比: 46.53%  多數: up | 真實: up ✅
2017-12-27 → 👍 471  👎 384  📊 855  👍比: 55.09%  👎比: 44.91%  多數: up | 真實: down ❌
2017-12-28 → 👍 371  👎 293  📊 664  👍比: 55.87%  👎比: 44.13%  多數: up | 真實: down ❌
2017-12-29 → 👍 325  👎 285  📊 610  👍比: 53.28%  👎比: 46.72%  多數: up | 真實: down ❌
2017-12-30 → 👍 237  👎 179  📊 416  👍比: 56.97%  👎比: 43.03%  多數: up | 真實: up ✅
2017-12-31 → 👍 389  👎 391  📊 780  👍比: 49.87%  👎比: 50.13%  多數: down | 真實: down ✅
2018-01-01 → 👍 323  👎 235  📊 558  👍比: 57.89%  👎比: 42.11%  多數: up | 真實: up ✅
2018-01-02 → 👍 337  👎 254  📊 591  👍比: 57.02%  👎比: 42.98%  多數: up | 真實: up ✅
2018-01-03 → 👍 210  👎 144  📊 354  👍比: 59.32%  👎比: 40.68%  多數: up | 真實: up ✅
2018-01-04 → 👍 85  👎 73  📊 158  👍比: 53.80%  👎比: 46.20%  多數: up | 真實: down ❌
2018-01-05 → 👍 244  👎 226  📊 470  👍比: 51.91%  👎比: 48.09%  多數: up | 真實: down ❌
2018-01-06 → 👍 20  👎 16  📊 36  👍比: 55.56%  👎比: 44.44%  多數: up | 真實: down ❌
2018-01-07 → 👍 726  👎 628  📊 1354  👍比: 53.62%  👎比: 46.38%  多數: up | 真實: up ✅
2018-01-08 → 👍 295  👎 264  📊 559  👍比: 52.77%  👎比: 47.23%  多數: up | 真實: up ✅
2018-01-09 → 👍 324  👎 356  📊 680  👍比: 47.65%  👎比: 52.35%  多數: down | 真實: down ✅
2018-01-10 → 👍 481  👎 426  📊 907  👍比: 53.03%  👎比: 46.97%  多數: up | 真實: down ❌
2018-01-11 → 👍 456  👎 400  📊 856  👍比: 53.27%  👎比: 46.73%  多數: up | 真實: up ✅
2018-01-12 → 👍 483  👎 410  📊 893  👍比: 54.09%  👎比: 45.91%  多數: up | 真實: up ✅
2018-01-13 → 👍 352  👎 385  📊 737  👍比: 47.76%  👎比: 52.24%  多數: down | 真實: down ✅
2018-01-14 → 👍 52  👎 45  📊 97  👍比: 53.61%  👎比: 46.39%  多數: up | 真實: up ✅
2018-01-15 → 👍 13  👎 6  📊 19  👍比: 68.42%  👎比: 31.58%  多數: up | 真實: up ✅
2018-01-16 → 👍 230  👎 176  📊 406  👍比: 56.65%  👎比: 43.35%  多數: up | 真實: down ❌
2018-01-17 → 👍 348  👎 288  📊 636  👍比: 54.72%  👎比: 45.28%  多數: up | 真實: up ✅
2018-01-18 → 👍 333  👎 275  📊 608  👍比: 54.77%  👎比: 45.23%  多數: up | 真實: down ❌
2018-01-19 → 👍 274  👎 247  📊 521  👍比: 52.59%  👎比: 47.41%  多數: up | 真實: up ✅
2018-01-20 → 👍 281  👎 228  📊 509  👍比: 55.21%  👎比: 44.79%  多數: up | 真實: down ❌
2018-01-21 → 👍 268  👎 241  📊 509  👍比: 52.65%  👎比: 47.35%  多數: up | 真實: up ✅
2018-01-22 → 👍 335  👎 263  📊 598  👍比: 56.02%  👎比: 43.98%  多數: up | 真實: down ❌
2018-01-23 → 👍 370  👎 280  📊 650  👍比: 56.92%  👎比: 43.08%  多數: up | 真實: down ❌
2018-01-24 → 👍 334  👎 405  📊 739  👍比: 45.20%  👎比: 54.80%  多數: down | 真實: up ❌
2018-01-25 → 👍 440  👎 348  📊 788  👍比: 55.84%  👎比: 44.16%  多數: up | 真實: up ✅
2018-01-26 → 👍 369  👎 298  📊 667  👍比: 55.32%  👎比: 44.68%  多數: up | 真實: up ✅
2018-01-27 → 👍 365  👎 269  📊 634  👍比: 57.57%  👎比: 42.43%  多數: up | 真實: up ✅
2018-01-28 → 👍 367  👎 285  📊 652  👍比: 56.29%  👎比: 43.71%  多數: up | 真實: down ❌
2018-01-29 → 👍 356  👎 284  📊 640  👍比: 55.62%  👎比: 44.38%  多數: up | 真實: up ✅
2018-01-30 → 👍 108  👎 74  📊 182  👍比: 59.34%  👎比: 40.66%  多數: up | 真實: down ❌
2018-01-31 → 👍 312  👎 230  📊 542  👍比: 57.56%  👎比: 42.44%  多數: up | 真實: up ✅
2018-02-01 → 👍 352  👎 297  📊 649  👍比: 54.24%  👎比: 45.76%  多數: up | 真實: down ❌
2018-02-02 → 👍 325  👎 363  📊 688  👍比: 47.24%  👎比: 52.76%  多數: down | 真實: down ✅
2018-02-03 → 👍 247  👎 321  📊 568  👍比: 43.49%  👎比: 56.51%  多數: down | 真實: up ❌
2018-02-04 → 👍 260  👎 343  📊 603  👍比: 43.12%  👎比: 56.88%  多數: down | 真實: down ✅
2018-02-05 → 👍 379  👎 278  📊 657  👍比: 57.69%  👎比: 42.31%  多數: up | 真實: up ✅
2018-02-06 → 👍 273  👎 367  📊 640  👍比: 42.66%  👎比: 57.34%  多數: down | 真實: up ❌
2018-02-07 → 👍 307  👎 255  📊 562  👍比: 54.63%  👎比: 45.37%  多數: up | 真實: down ❌
2018-02-08 → 👍 313  👎 258  📊 571  👍比: 54.82%  👎比: 45.18%  多數: up | 真實: down ❌
2018-02-09 → 👍 334  👎 255  📊 589  👍比: 56.71%  👎比: 43.29%  多數: up | 真實: up ✅
2018-02-10 → 👍 294  👎 250  📊 544  👍比: 54.04%  👎比: 45.96%  多數: up | 真實: up ✅
2018-02-11 → 👍 304  👎 279  📊 583  👍比: 52.14%  👎比: 47.86%  多數: up | 真實: down ❌
2018-02-12 → 👍 310  👎 283  📊 593  👍比: 52.28%  👎比: 47.72%  多數: up | 真實: up ✅
2018-02-13 → 👍 330  👎 297  📊 627  👍比: 52.63%  👎比: 47.37%  多數: up | 真實: up ✅
2018-02-14 → 👍 374  👎 314  📊 688  👍比: 54.36%  👎比: 45.64%  多數: up | 真實: up ✅
2018-02-15 → 👍 371  👎 308  📊 679  👍比: 54.64%  👎比: 45.36%  多數: up | 真實: up ✅
2018-02-16 → 👍 398  👎 336  📊 734  👍比: 54.22%  👎比: 45.78%  多數: up | 真實: up ✅
2018-02-17 → 👍 242  👎 338  📊 580  👍比: 41.72%  👎比: 58.28%  多數: down | 真實: up ❌
2018-02-18 → 👍 567  👎 337  📊 904  👍比: 62.72%  👎比: 37.28%  多數: up | 真實: down ❌
2018-02-19 → 👍 375  👎 318  📊 693  👍比: 54.11%  👎比: 45.89%  多數: up | 真實: up ✅
2018-02-20 → 👍 408  👎 311  📊 719  👍比: 56.75%  👎比: 43.25%  多數: up | 真實: up ✅
2018-02-21 → 👍 405  👎 333  📊 738  👍比: 54.88%  👎比: 45.12%  多數: up | 真實: down ❌
2018-02-22 → 👍 274  👎 374  📊 648  👍比: 42.28%  👎比: 57.72%  多數: down | 真實: down ✅
2018-02-23 → 👍 300  👎 232  📊 532  👍比: 56.39%  👎比: 43.61%  多數: up | 真實: up ✅
2018-02-24 → 👍 278  👎 201  📊 479  👍比: 58.04%  👎比: 41.96%  多數: up | 真實: down ❌
2018-02-25 → 👍 260  👎 218  📊 478  👍比: 54.39%  👎比: 45.61%  多數: up | 真實: down ❌
2018-02-26 → 👍 255  👎 203  📊 458  👍比: 55.68%  👎比: 44.32%  多數: up | 真實: up ✅
2018-02-27 → 👍 257  👎 205  📊 462  👍比: 55.63%  👎比: 44.37%  多數: up | 真實: up ✅
2018-02-28 → 👍 172  👎 301  📊 473  👍比: 36.36%  👎比: 63.64%  多數: down | 真實: down ✅
2018-03-01 → 👍 294  👎 235  📊 529  👍比: 55.58%  👎比: 44.42%  多數: up | 真實: up ✅
2018-03-02 → 👍 250  👎 204  📊 454  👍比: 55.07%  👎比: 44.93%  多數: up | 真實: down ❌
2018-03-03 → 👍 299  👎 216  📊 515  👍比: 58.06%  👎比: 41.94%  多數: up | 真實: down ❌
2018-03-04 → 👍 244  👎 191  📊 435  👍比: 56.09%  👎比: 43.91%  多數: up | 真實: down ❌
2018-03-05 → 👍 273  👎 211  📊 484  👍比: 56.40%  👎比: 43.60%  多數: up | 真實: up ✅
2018-03-06 → 👍 308  👎 274  📊 582  👍比: 52.92%  👎比: 47.08%  多數: up | 真實: down ❌
2018-03-07 → 👍 252  👎 198  📊 450  👍比: 56.00%  👎比: 44.00%  多數: up | 真實: down ❌
2018-03-08 → 👍 245  👎 223  📊 468  👍比: 52.35%  👎比: 47.65%  多數: up | 真實: down ❌
2018-03-09 → 👍 130  👎 323  📊 453  👍比: 28.70%  👎比: 71.30%  多數: down | 真實: up ❌
2018-03-10 → 👍 178  👎 169  📊 347  👍比: 51.30%  👎比: 48.70%  多數: up | 真實: up ✅
2018-03-11 → 👍 235  👎 184  📊 419  👍比: 56.09%  👎比: 43.91%  多數: up | 真實: down ❌
2018-03-12 → 👍 269  👎 223  📊 492  👍比: 54.67%  👎比: 45.33%  多數: up | 真實: up ✅
2018-03-13 → 👍 247  👎 213  📊 460  👍比: 53.70%  👎比: 46.30%  多數: up | 真實: down ❌
2018-03-14 → 👍 246  👎 195  📊 441  👍比: 55.78%  👎比: 44.22%  多數: up | 真實: down ❌
2018-03-15 → 👍 249  👎 195  📊 444  👍比: 56.08%  👎比: 43.92%  多數: up | 真實: down ❌
2018-03-16 → 👍 237  👎 239  📊 476  👍比: 49.79%  👎比: 50.21%  多數: down | 真實: down ✅
2018-03-17 → 👍 236  👎 179  📊 415  👍比: 56.87%  👎比: 43.13%  多數: up | 真實: up ✅
2018-03-18 → 👍 233  👎 187  📊 420  👍比: 55.48%  👎比: 44.52%  多數: up | 真實: up ✅
2018-03-19 → 👍 268  👎 199  📊 467  👍比: 57.39%  👎比: 42.61%  多數: up | 真實: up ✅
2018-03-20 → 👍 266  👎 229  📊 495  👍比: 53.74%  👎比: 46.26%  多數: up | 真實: up ✅
2018-03-21 → 👍 245  👎 211  📊 456  👍比: 53.73%  👎比: 46.27%  多數: up | 真實: up ✅
2018-03-22 → 👍 209  👎 209  📊 418  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2018-03-23 → 👍 226  👎 196  📊 422  👍比: 53.55%  👎比: 46.45%  多數: up | 真實: down ❌
2018-03-24 → 👍 207  👎 181  📊 388  👍比: 53.35%  👎比: 46.65%  多數: up | 真實: up ✅
2018-03-25 → 👍 258  👎 185  📊 443  👍比: 58.24%  👎比: 41.76%  多數: up | 真實: up ✅
2018-03-26 → 👍 262  👎 198  📊 460  👍比: 56.96%  👎比: 43.04%  多數: up | 真實: down ❌
2018-03-27 → 👍 239  👎 193  📊 432  👍比: 55.32%  👎比: 44.68%  多數: up | 真實: down ❌
2018-03-28 → 👍 242  👎 222  📊 464  👍比: 52.16%  👎比: 47.84%  多數: up | 真實: up ✅
2018-03-29 → 👍 246  👎 199  📊 445  👍比: 55.28%  👎比: 44.72%  多數: up | 真實: down ❌
2018-03-30 → 👍 250  👎 207  📊 457  👍比: 54.70%  👎比: 45.30%  多數: up | 真實: up ✅
2018-03-31 → 👍 194  👎 180  📊 374  👍比: 51.87%  👎比: 48.13%  多數: up | 真實: down ❌
2018-04-01 → 👍 237  👎 207  📊 444  👍比: 53.38%  👎比: 46.62%  多數: up | 真實: down ❌
2018-04-02 → 👍 222  👎 208  📊 430  👍比: 51.63%  👎比: 48.37%  多數: up | 真實: up ✅
2018-04-03 → 👍 238  👎 192  📊 430  👍比: 55.35%  👎比: 44.65%  多數: up | 真實: down ❌
2018-04-04 → 👍 238  👎 212  📊 450  👍比: 52.89%  👎比: 47.11%  多數: up | 真實: up ✅
2018-04-05 → 👍 238  👎 189  📊 427  👍比: 55.74%  👎比: 44.26%  多數: up | 真實: up ✅
2018-04-06 → 👍 182  👎 259  📊 441  👍比: 41.27%  👎比: 58.73%  多數: down | 真實: down ✅
2018-04-07 → 👍 217  👎 151  📊 368  👍比: 58.97%  👎比: 41.03%  多數: up | 真實: up ✅
2018-04-08 → 👍 206  👎 165  📊 371  👍比: 55.53%  👎比: 44.47%  多數: up | 真實: down ❌
2018-04-09 → 👍 143  👎 230  📊 373  👍比: 38.34%  👎比: 61.66%  多數: down | 真實: down ✅
2018-04-10 → 👍 224  👎 186  📊 410  👍比: 54.63%  👎比: 45.37%  多數: up | 真實: down ❌
2018-04-11 → 👍 227  👎 195  📊 422  👍比: 53.79%  👎比: 46.21%  多數: up | 真實: up ✅
2018-04-12 → 👍 201  👎 137  📊 338  👍比: 59.47%  👎比: 40.53%  多數: up | 真實: down ❌
2018-04-13 → 👍 142  👎 119  📊 261  👍比: 54.41%  👎比: 45.59%  多數: up | 真實: down ❌
2018-04-14 → 👍 105  👎 91  📊 196  👍比: 53.57%  👎比: 46.43%  多數: up | 真實: up ✅
2018-04-15 → 👍 173  👎 138  📊 311  👍比: 55.63%  👎比: 44.37%  多數: up | 真實: up ✅
2018-04-16 → 👍 223  👎 166  📊 389  👍比: 57.33%  👎比: 42.67%  多數: up | 真實: up ✅
2018-04-17 → 👍 217  👎 159  📊 376  👍比: 57.71%  👎比: 42.29%  多數: up | 真實: down ❌
2018-04-18 → 👍 178  👎 241  📊 419  👍比: 42.48%  👎比: 57.52%  多數: down | 真實: up ❌
2018-04-19 → 👍 236  👎 200  📊 436  👍比: 54.13%  👎比: 45.87%  多數: up | 真實: up ✅
2018-04-20 → 👍 200  👎 177  📊 377  👍比: 53.05%  👎比: 46.95%  多數: up | 真實: up ✅
2018-04-21 → 👍 214  👎 173  📊 387  👍比: 55.30%  👎比: 44.70%  多數: up | 真實: down ❌
2018-04-22 → 👍 183  👎 164  📊 347  👍比: 52.74%  👎比: 47.26%  多數: up | 真實: up ✅
2018-04-23 → 👍 155  👎 244  📊 399  👍比: 38.85%  👎比: 61.15%  多數: down | 真實: down ✅
2018-04-24 → 👍 196  👎 160  📊 356  👍比: 55.06%  👎比: 44.94%  多數: up | 真實: up ✅
2018-04-25 → 👍 83  👎 210  📊 293  👍比: 28.33%  👎比: 71.67%  多數: down | 真實: down ✅
2018-04-26 → 👍 172  👎 128  📊 300  👍比: 57.33%  👎比: 42.67%  多數: up | 真實: down ❌
2018-04-27 → 👍 139  👎 140  📊 279  👍比: 49.82%  👎比: 50.18%  多數: down | 真實: up ❌
2018-04-28 → 👍 123  👎 130  📊 253  👍比: 48.62%  👎比: 51.38%  多數: down | 真實: up ❌
2018-04-29 → 👍 104  👎 195  📊 299  👍比: 34.78%  👎比: 65.22%  多數: down | 真實: down ✅
2018-04-30 → 👍 188  👎 144  📊 332  👍比: 56.63%  👎比: 43.37%  多數: up | 真實: down ❌
